black,female,call,educ,num_jobs,exper,comp_skill
1,1,0,HS Graduate,3,3,1
0,1,0,Some College,4,5,1
1,1,0,College or Higher,1,1,1
1,1,0,Some College,3,3,1
0,1,0,College or Higher,2,12,1
1,1,0,College or Higher,3,7,1
0,1,0,College or Higher,3,4,1
1,1,0,Some College,3,5,1
0,1,0,College or Higher,4,6,1
0,1,0,College or Higher,1,3,1
0,1,0,Some College,3,3,1
1,1,1,College or Higher,2,5,0
1,1,0,College or Higher,5,7,1
1,1,0,College or Higher,4,12,1
1,1,0,College or Higher,3,10,1
0,1,0,Some College,3,3,1
0,1,0,College or Higher,4,9,1
1,1,0,College or Higher,4,5,1
0,1,0,College or Higher,4,5,1
1,1,0,College or Higher,4,8,1
0,1,0,Some College,3,5,1
0,0,0,HS Graduate,2,6,0
1,1,0,College or Higher,3,2,1
1,1,0,College or Higher,4,5,1
0,1,0,Some College,4,6,1
1,1,0,HS Graduate,3,3,1
0,1,0,Some College,2,3,0
1,0,0,College or Higher,1,9,1
1,1,0,College or Higher,4,8,1
0,1,0,Some College,4,8,1
0,1,0,Some College,4,8,1
1,1,0,Some College,3,8,1
0,0,0,College or Higher,3,2,1
0,1,0,College or Higher,2,25,1
1,1,0,College or Higher,3,6,1
1,1,0,College or Higher,2,2,0
0,0,1,Some College,3,18,1
1,1,1,College or Higher,4,8,1
0,1,0,College or Higher,3,6,1
0,1,0,College or Higher,2,15,1
1,1,0,College or Higher,5,13,1
1,1,0,College or Higher,3,5,1
0,1,1,College or Higher,3,12,1
1,1,0,College or Higher,2,14,0
0,0,0,College or Higher,1,6,1
0,0,0,HS Graduate,3,5,0
1,0,0,HS Graduate,5,8,1
1,0,0,Some College,3,10,0
0,0,0,College or Higher,4,6,1
1,0,0,College or Higher,6,8,1
1,1,0,College or Higher,2,10,1
0,1,0,College or Higher,4,2,1
0,0,0,College or Higher,4,2,1
0,0,0,College or Higher,3,7,0
1,0,0,College or Higher,6,8,1
1,0,0,College or Higher,3,7,0
0,0,0,College or Higher,4,8,0
0,1,0,College or Higher,3,7,0
1,0,0,College or Higher,4,6,1
1,0,0,College or Higher,6,8,1
1,1,0,College or Higher,4,6,1
1,1,0,College or Higher,4,6,1
1,1,0,College or Higher,3,7,0
0,1,0,College or Higher,6,8,0
0,1,0,College or Higher,4,2,1
0,1,0,College or Higher,4,2,1
1,0,0,College or Higher,6,8,1
0,1,0,College or Higher,3,7,0
0,1,0,College or Higher,6,8,1
1,0,0,College or Higher,5,8,1
0,1,0,College or Higher,3,7,0
0,1,0,College or Higher,4,2,1
1,1,0,College or Higher,6,8,1
0,0,0,College or Higher,4,6,1
1,0,0,College or Higher,4,2,1
1,0,0,College or Higher,4,6,1
0,1,0,College or Higher,6,9,1
1,1,0,Some College,3,7,1
0,1,0,College or Higher,4,11,1
1,1,0,HS Graduate,4,16,1
0,0,1,College or Higher,4,2,1
1,0,0,College or Higher,6,8,1
1,1,0,College or Higher,4,6,1
0,0,1,College or Higher,3,7,0
0,1,0,Some College,3,4,1
0,1,0,Some College,3,4,1
1,1,0,Some College,5,5,0
1,1,0,College or Higher,5,14,1
0,0,0,College or Higher,4,6,1
1,0,0,College or Higher,6,8,1
0,0,0,College or Higher,4,2,1
1,0,0,College or Higher,3,7,0
0,0,0,College or Higher,4,6,1
0,0,0,College or Higher,4,2,1
1,0,0,College or Higher,3,7,0
1,0,0,College or Higher,6,8,1
1,1,0,Some College,6,16,1
0,1,1,College or Higher,4,11,1
1,1,0,Some College,2,2,1
0,1,0,College or Higher,1,5,1
0,1,1,College or Higher,4,2,1
0,1,1,College or Higher,3,7,0
1,1,1,College or Higher,6,8,1
1,0,0,College or Higher,4,6,1
1,1,0,Some College,5,4,1
0,1,0,HS Graduate,4,19,0
0,1,0,Some College,5,13,1
1,1,0,Some College,7,18,1
0,0,0,College or Higher,6,8,1
0,0,0,College or Higher,3,7,0
1,0,0,College or Higher,4,6,1
1,1,0,College or Higher,4,2,1
1,0,0,College or Higher,4,2,1
1,1,1,College or Higher,4,6,1
0,0,0,College or Higher,6,8,1
0,1,1,College or Higher,3,7,0
0,1,0,Some College,5,13,1
0,1,0,HS Graduate,4,16,1
1,1,0,Some College,5,26,1
1,1,0,Some College,2,1,1
1,1,0,College or Higher,4,6,1
0,0,0,College or Higher,6,8,1
1,1,0,College or Higher,4,2,1
0,1,0,College or Higher,3,7,0
